uniqueid,drugname,condition,rating,date,usefulcount
46134,Rabeprazole,GERD,10,2014-10-24,10
36027,Buprenorphine / naloxone,Opiate Dependence,8,2010-11-10,17
212586,Pamelor,Depression,8,2015-05-21,40
170602,Quetiapine,Borderline Personality Disorde,8,2014-11-26,16
99451,Magnesium sulfate / potassium sulfate / sodium sulfate,Bowel Preparation,1,2017-12-03,2
210644,Mirtazapine,Post Traumatic Stress Disorde,1,2017-04-26,4
168251,Rizatriptan,Migraine,2,2012-10-15,9
95083,Abilify,Schizoaffective Disorde,9,2009-05-07,39
224621,Levothyroxine,Underactive Thyroid,10,2008-11-19,46
33083,Seasonique,Birth Control,1,2010-07-11,4
160275,Buspirone,Anxiety,10,2017-05-07,121
73919,Ethinyl estradiol / norethindrone,Birth Control,5,2012-03-16,0
177845,Duloxetine,Chronic Pain,7,2013-05-05,61
164845,Librax,Irritable Bowel Syndrome,10,2012-04-14,45
65151,Hydrochlorothiazide,High Blood Pressure,2,2015-04-11,33
2051,Metformin,"Diabetes, Type 2",7,2017-06-29,10
129315,Levonorgestrel,Emergency Contraception,9,2015-09-05,2
216397,Sildenafil,"Sexual Dysfunction, SSRI Induced",7,2016-01-08,25
22768,Lidocaine,Hemorrhoids,6,2016-02-18,4
81208,Yaz,Birth Control,10,2017-02-07,8
85296,Ethinyl estradiol / norgestimate,Birth Control,1,2015-07-31,2
144963,Etonogestrel,Birth Control,3,2015-12-21,6
186147,Desvenlafaxine,Depression,7,2016-01-13,1
58825,Pradaxa,Prevention of Thromboembolism in Atrial Fibrillation,10,2011-11-09,73
164275,Kava,Anxiety,10,2016-07-25,14
135842,Percocet,Pain,8,2009-12-27,17
21216,Focalin XR,ADHD,7,2010-06-04,26
205328,Pristiq,Major Depressive Disorde,3,2016-11-09,6
78819,OnabotulinumtoxinA,Overactive Bladde,10,2014-08-08,134
102616,Aripiprazole,Not Listed / Othe,8,2015-07-28,0
176138,Levlen,Abnormal Uterine Bleeding,10,2009-07-16,12
229872,Femara,Breast Cance,9,2009-04-06,159
229113,Tadalafil,Erectile Dysfunction,10,2012-03-15,67
34939,Migranal,Migraine,1,2017-09-15,0
93573,Oxymorphone,Pain,9,2017-05-02,9
45058,Fluoxetine,Anxiety and Stress,1,2016-12-16,8
68413,Nalbuphine,Pain,10,2016-03-02,6
39254,Contrave,Obesity,9,2017-03-23,26
153390,Doxycycline,Acne,8,2014-02-23,21
149807,Mirena,Birth Control,5,2011-08-24,1
81919,Liraglutide,Weight Loss,1,2016-11-04,20
84733,Ethinyl estradiol / norgestimate,Birth Control,8,2016-06-17,4
126004,Viibryd,Depression,1,2013-10-28,41
168646,Vilazodone,Major Depressive Disorde,10,2017-02-15,19
199581,Depo-Provera,Birth Control,9,2014-08-04,21
111928,Gianvi,Birth Control,1,2011-07-13,4
15743,Ethinyl estradiol / norethindrone,Birth Control,2,2016-10-17,8
49018,Ethinyl estradiol / levonorgestrel,Birth Control,8,2016-10-25,7
200443,Varenicline,Smoking Cessation,10,2012-09-12,8
47386,Flonase,Rhinitis,10,2015-05-07,44
196062,Stendra,Erectile Dysfunction,2,2014-12-03,54
201468,Zoloft,Major Depressive Disorde,10,2015-10-11,41
92612,Ondansetron,Nausea/Vomiting,10,2012-01-01,5
219226,Ortho Cyclen,4</span> users found this comment helpful.,9,2015-08-18,4
126878,Dilaudid,Pain,10,2009-10-22,53
136936,Isotretinoin,Acne,1,2016-07-19,3
198368,Exenatide,"Diabetes, Type 2",7,2017-05-20,7
103011,Aripiprazole,Bipolar Disorde,1,2009-09-11,18
123042,Avinza,Pain,9,2009-11-28,32
90037,Risperdal,Schizoaffective Disorde,8,2010-03-23,24
112089,Gabapentin,ibromyalgia,8,2017-06-11,22
156615,Dulaglutide,"Diabetes, Type 2",8,2017-02-17,28
182001,Teriflunomide,Multiple Sclerosis,8,2015-11-27,35
201699,Zoloft,Depression,1,2013-08-09,38
25006,Lipitor,High Cholesterol,5,2009-08-16,98
53470,Esterified estrogens / methyltestosterone,Hot Flashes,9,2009-06-09,61
70422,Motrin IB,Pain,10,2016-07-26,7
199639,Varenicline,Smoking Cessation,8,2017-09-08,9
177455,Duloxetine,Back Pain,8,2016-07-01,25
140902,Escitalopram,Anxiety,5,2016-01-16,21
219719,Amitriptyline,Hyperhidrosis,1,2017-10-12,1
5358,Cryselle,Birth Control,3,2014-01-23,3
162422,Loratadine / pseudoephedrine,Allergic Rhinitis,5,2017-08-23,5
76297,Azithromycin Dose Pack,Upper Respiratory Tract Infection,10,2012-12-30,84
136014,Acamprosate,Alcohol Dependence,10,2017-05-04,58
216969,Oxcarbazepine,Bipolar Disorde,10,2016-06-11,41
144034,Etonogestrel,Birth Control,10,2016-07-11,6
22619,Pylera,Helicobacter Pylori Infection,1,2015-05-31,10
43603,Hydromorphone,Pain,10,2008-08-20,116
107190,Implanon,Birth Control,9,2012-04-30,0
19342,Pregabalin,Postherpetic Neuralgia,10,2015-11-28,18
155119,Metronidazole,Bacterial Vaginitis,9,2016-04-01,4
138582,Phentermine,Weight Loss,10,2013-03-03,46
215591,Copper,Birth Control,1,2017-07-09,1
50271,Gabapentin,Occipital Neuralgia,9,2014-06-18,15
54464,Bupropion / naltrexone,Obesity,9,2017-09-14,30
74116,Ethinyl estradiol / norethindrone,Birth Control,6,2011-07-12,2
91681,Protonix IV,Stomach Ulce,10,2016-02-04,14
134176,Prednisone,"Uveitis, Posteri",3,2015-09-13,1
202632,Hydroxychloroquine,Sjogren's Syndrome,10,2015-08-30,53
30724,Miconazole,Vaginal Yeast Infection,1,2017-07-22,13
50418,Gabapentin,Postherpetic Neuralgia,10,2013-08-01,199
19148,Pregabalin,Neuropathic Pain,8,2017-05-09,2
192609,Drospirenone / ethinyl estradiol,Birth Control,9,2012-07-30,8
117484,Nortriptyline,Neuralgia,1,2016-09-09,6
128510,Phentermine,Obesity,9,2015-08-05,21
97165,Ambien,Insomnia,4,2012-07-28,16
148610,Mirena,Birth Control,1,2017-02-08,6
66912,Seroquel,Depression,10,2010-11-26,39
71495,Vraylar,Schizophrenia,7,2017-04-10,8
220447,Loestrin 24 Fe,Birth Control,10,2011-12-06,1
175687,Levaquin,Sinusitis,1,2017-04-11,16
95080,Abilify,Depression,2,2009-05-17,38
203522,Nasonex,Allergic Rhinitis,2,2015-12-15,21
79696,Xarelto,Deep Vein Thrombosis,7,2015-03-17,17
47795,Adapalene,Acne,9,2017-01-10,25
2496,Camrese,Birth Control,1,2016-06-21,6
29022,GaviLyte-N,Bowel Preparation,6,2013-04-03,15
223352,Cetirizine,Allergic Rhinitis,8,2009-03-09,13
169659,Amitriptyline,Migraine Prevention,6,2012-01-31,20
122176,Venlafaxine,Depression,5,2009-07-06,22
181344,Prozac,Major Depressive Disorde,8,2016-04-16,54
163285,Acetaminophen / dichloralphenazone / isometheptene mucate,Headache,10,2011-04-13,14
201401,Zoloft,Social Anxiety Disorde,9,2014-12-12,184
27628,Dimenhydrinate,Motion Sickness,10,2016-12-31,8
159917,Bactrim,Acne,10,2014-08-01,34
107565,Implanon,Birth Control,10,2010-11-29,251
220426,Loestrin 24 Fe,Birth Control,9,2012-01-23,0
35066,Levofloxacin,Sinusitis,1,2017-06-28,15
119274,Testosterone,"Hypogonadism, Male",2,2016-07-19,13
127428,Phentermine,Weight Loss,4,2017-11-01,2
113554,Acetaminophen / butalbital / caffeine,Headache,1,2017-04-25,13
98906,Microgestin 1 / 20,Birth Control,10,2009-04-26,6
44135,Ethinyl estradiol / norgestimate,,9,2011-10-17,1
197698,Desvenlafaxine,Depression,8,2009-08-06,12
130004,Levonorgestrel,Birth Control,9,2015-01-28,15
174967,AndroGel,"Hypogonadism, Male",6,2011-08-10,39
121731,Venlafaxine,Postpartum Depression,10,2014-03-17,11
63557,Epiduo,Acne,1,2015-08-27,6
150590,Sulfamethoxazole / trimethoprim,Acne,8,2016-01-07,8
74441,Ethinyl estradiol / norethindrone,Birth Control,2,2010-05-21,5
208289,Oseltamivir,Influenza,9,2016-12-29,4
206292,Mesalamine,"Crohn's Disease, Maintenance",9,2016-03-08,4
40233,Savella,ibromyalgia,8,2016-05-30,60
165445,Levonorgestrel,Birth Control,10,2017-06-04,3
185986,Desvenlafaxine,Depression,6,2016-12-22,7
163105,ella,Emergency Contraception,1,2016-04-22,18
86821,Midazolam,Light Sedation,1,2016-11-10,2
139361,Armodafinil,Shift Work Sleep Disorde,8,2013-11-06,22
77888,Moxifloxacin,Pneumonia,5,2008-02-27,33
77741,Moxifloxacin,Bronchitis,8,2012-04-19,12
117806,Multivitamin with minerals,Vitamin/Mineral Supplementation and Deficiency,1,2017-08-14,2
207477,Suprep Bowel Prep Kit,Bowel Preparation,10,2017-03-25,24
141941,Escitalopram,Depression,9,2009-11-17,272
153900,Amoxicillin,Bronchitis,8,2011-01-05,7
82639,Liraglutide,"Diabetes, Type 2",8,2010-10-03,21
150873,Sulfamethoxazole / trimethoprim,Bacterial Skin Infection,8,2011-06-07,30
207733,Suprep Bowel Prep Kit,Bowel Preparation,9,2015-11-08,3
79898,Blisovi Fe 1 / 20,Birth Control,7,2017-07-12,0
181657,Prozac,Anxiety and Stress,10,2013-05-25,193
228356,Butrans,Chronic Pain,2,2016-12-20,17
68168,Plan B,Emergency Contraception,9,2015-07-17,8
120920,Venlafaxine,Depression,1,2017-11-17,2
54518,Bupropion / naltrexone,Weight Loss,8,2017-07-04,6
33867,Junel Fe 1 / 20,Birth Control,1,2016-04-29,8
175974,Levaquin,Skin or Soft Tissue Infection,1,2008-10-29,9
116829,Lamictal,Bipolar Disorde,9,2015-02-18,59
84299,Ethinyl estradiol / norgestimate,Birth Control,8,2017-01-24,1
34646,Minocycline,Acne,7,2016-07-18,4
208486,Clomid,emale Infertility,10,2016-06-01,74
106978,Implanon,Birth Control,6,2013-11-04,3
213858,Tioconazole,Vaginal Yeast Infection,7,2016-11-09,6
165938,Levonorgestrel,Birth Control,9,2017-02-26,9
204129,Dilantin,Seizures,4,2009-10-17,14
61690,Citalopram,Depression,8,2016-06-28,11
185512,Saxenda,Obesity,1,2017-04-27,13
33616,Microgestin Fe 1 / 20,Birth Control,8,2013-08-17,38
102203,Spiriva,"COPD, Maintenance",9,2016-07-02,18
223239,Estradiol,Postmenopausal Symptoms,10,2009-10-02,53
27466,Requip,Restless Legs Syndrome,4,2013-01-13,28
59788,NuvaRing,Birth Control,3,2016-05-14,11
30649,Miconazole,Vaginal Yeast Infection,1,2017-10-07,7
98143,Nexplanon,Birth Control,1,2015-07-24,1
210177,Linzess,Constipation,8,2017-01-05,21
69158,Celebrex,Osteoarthritis,8,2017-01-09,39
19954,Macrobid,Urinary Tract Infection,10,2017-07-19,24
17733,Ethinyl estradiol / etonogestrel,Birth Control,3,2015-09-05,6
88966,Singulair,Asthma,3,2017-08-08,7
227093,Etonogestrel,Birth Control,8,2014-06-06,9
25241,Tofacitinib,Rheumatoid Arthritis,10,2013-08-09,102
212560,Lysine,"Herpes Simplex, Suppression",10,2016-11-30,87
154397,Nasacort Allergy 24HR,Allergic Rhinitis,3,2015-09-08,1
11589,Pramipexole,Restless Legs Syndrome,9,2013-03-14,55
147649,Alprazolam,Anxiety,7,2009-05-14,36
21131,Paliperidone,Bipolar Disorde,5,2014-05-01,5
107125,Implanon,Birth Control,10,2013-01-11,5
228609,Metformin / saxagliptin,min / saxagliptin),10,2013-09-19,14
154557,Bunavail,Opiate Dependence,3,2017-06-20,1
71152,Viberzi,Irritable Bowel Syndrome,10,2016-09-28,13
12637,Cyclosporine,Keratoconjunctivitis Sicca,10,2015-03-07,28
133369,Soolantra,Rosacea,10,2017-07-18,10
130524,Levonorgestrel,Emergency Contraception,9,2012-07-13,19
19297,Pregabalin,Neuropathic Pain,4,2016-06-05,48
136352,Mirvaso,Rosacea,1,2016-05-24,20
120572,Acetaminophen / aspirin / caffeine,Migraine,5,2009-11-09,5
19887,Macrobid,Urinary Tract Infection,1,2017-10-04,19
7149,Aluminum chloride hexahydrate,Hyperhidrosis,4,2011-10-25,0
154933,Metronidazole,Diverticulitis,10,2017-03-22,23
186206,Desvenlafaxine,Depression,2,2013-07-31,22
207483,Suprep Bowel Prep Kit,Bowel Preparation,9,2017-03-10,25
134412,Prednisone,Inflammatory Conditions,9,2012-06-12,39
66629,Seroquel,Bipolar Disorde,4,2017-02-09,14
192955,Drospirenone / ethinyl estradiol,Menstrual Disorders,8,2009-10-10,3
188656,ParaGard,Birth Control,10,2015-09-22,12
203390,Halcion,Insomnia,10,2016-07-29,15
146327,Suboxone,Opiate Dependence,10,2008-08-08,30
199201,Depo-Provera,Abnormal Uterine Bleeding,1,2015-10-29,7
20854,Ramelteon,Insomnia,6,2017-04-15,11
58779,Azelaic acid,Acne,7,2015-11-25,9
200836,Varenicline,Smoking Cessation,10,2009-04-28,6
228109,Etonogestrel,Birth Control,7,2010-06-29,5
122100,Venlafaxine,ibromyalgia,6,2010-10-06,21
86593,Invokana,"Diabetes, Type 2",6,2014-12-15,27
219814,Amitriptyline,Pain,3,2017-06-04,36
161030,Risperidone,Paranoid Disorde,9,2015-03-09,13
44935,Fluoxetine,Depression,3,2017-07-27,1
36331,Imiquimod,Human Papilloma Virus,10,2014-12-08,49
166119,Levonorgestrel,Emergency Contraception,1,2017-01-21,5
133083,Tri-Sprintec,Birth Control,5,2015-10-03,4
166418,Levonorgestrel,Birth Control,5,2016-11-05,7
218646,Colesevelam,"Diarrhea, Chronic",9,2016-06-22,8
113786,Fulvestrant,"Breast Cancer, Metastatic",2,2010-05-31,3
194376,Crestor,High Cholesterol,3,2016-12-11,75
110306,Nexplanon,Birth Control,7,2016-02-29,5
93868,Trintellix,Depression,2,2017-09-03,34
227135,Etonogestrel,Birth Control,5,2014-05-26,6
29189,Topiramate,Migraine Prevention,4,2016-11-21,31
23659,Natalizumab,Multiple Sclerosis,10,2015-01-14,75
7276,Aluminum chloride hexahydrate,Hyperhidrosis,10,2011-01-05,0
177585,Duloxetine,Depression,9,2015-10-08,47
158669,Methylphenidate,,8,2011-03-28,2
24443,Polyethylene glycol 3350 with electrolytes,Bowel Preparation,8,2016-06-29,10
50597,Gabapentin,Bipolar Disorde,8,2011-01-06,59
177724,Duloxetine,ibromyalgia,1,2015-01-27,28
24114,Tretinoin,Acne,7,2015-12-26,21
213927,Tioconazole,Vaginal Yeast Infection,1,2016-09-21,8
57360,Oxymorphone,Pain,9,2012-02-20,83
53698,Tylenol with Codeine #3,Pain,10,2016-09-09,8
229734,Lurasidone,Bipolar Disorde,9,2012-06-13,43
166555,Levonorgestrel,Birth Control,6,2016-09-26,7
35676,Buprenorphine / naloxone,Opiate Dependence,10,2017-01-15,27
181693,Prozac,Anxiety and Stress,7,2011-07-31,40
68758,Medroxyprogesterone,Birth Control,6,2016-11-14,4
186205,Desvenlafaxine,Depression,9,2013-08-04,39
13696,Amphetamine / dextroamphetamine,ADHD,9,2010-03-24,14
198382,Exenatide,"Diabetes, Type 2",8,2017-03-07,14
158888,TriNessa,Acne,3,2017-07-15,3
51193,Azithromycin,Chlamydia Infection,9,2016-02-04,8
16441,Ethinyl estradiol / norethindrone,Birth Control,4,2016-01-19,4
169846,Amitriptyline,Migraine Prevention,9,2009-05-09,80
57659,Acetaminophen / hydrocodone,Pain,10,2015-11-05,7
185841,Saxenda,Obesity,1,2015-11-16,18
134261,Prednisone,Sinusitis,8,2016-08-12,18
88701,Fluticasone,Nasal Polyps,9,2016-03-21,18
131664,Effexor XR,Depression,2,2016-06-20,25
8424,Zolpidem,Insomnia,9,2013-03-13,75
121271,Venlafaxine,Depression,6,2016-07-25,15
39978,Contrave,Obesity,10,2015-07-15,4
168897,Vilazodone,Depression,8,2013-02-11,49
51065,Azithromycin,Chlamydia Infection,10,2016-09-18,2
37388,Vyvanse,Binge Eating Disorde,9,2015-04-04,17
142886,Etonogestrel,Birth Control,3,2017-09-13,6
172507,Clonazepam,Anxiety,10,2016-03-27,69
99564,Magnesium sulfate / potassium sulfate / sodium sulfate,Bowel Preparation,10,2017-07-10,21
186742,Benicar,High Blood Pressure,8,2013-05-27,94
43650,LoSeasonique,Birth Control,1,2010-01-30,16
61355,Citalopram,Depression,8,2017-09-18,4
216912,Lifitegrast,Dry Eye Disease,1,2017-03-13,23
11198,Drospirenone / ethinyl estradiol / levomefolate calcium,,2,2011-12-01,0
128064,Phentermine,Weight Loss,8,2016-06-27,14
91921,Lyrica,Neuropathic Pain,9,2015-10-29,32
33945,Junel Fe 1 / 20,Birth Control,7,2015-01-01,10
23745,Hycodan,Cough,10,2008-03-26,15
104315,Ethinyl estradiol / levonorgestrel,Birth Control,9,2012-07-17,3
118361,Naltrexone,ibromyalgia,10,2013-08-20,121
93578,Oxymorphone,Pain,1,2017-02-27,23
18767,Icosapent,Hypertriglyceridemia,6,2015-07-19,20
123118,Azelastine,Allergic Rhinitis,1,2016-02-10,12
177193,Duloxetine,Depression,1,2017-11-02,3
116211,Adalimumab,Psoriatic Arthritis,9,2016-04-08,26
213314,Nuvigil,Chronic Fatigue Syndrome,7,2011-03-26,25
36062,Efinaconazole,"Onychomycosis, Toenail",6,2016-07-07,12
58842,Pradaxa,Prevention of Thromboembolism in Atrial Fibrillation,10,2016-03-06,27
123045,Avinza,Pain,9,2009-09-29,17
159766,Bactrim,Acne,10,2016-11-23,2
171757,Loratadine,Allergic Rhinitis,1,2010-06-04,29
29534,Topiramate,Migraine Prevention,3,2014-05-06,12
61500,Citalopram,Depression,4,2017-05-22,7
214388,Tioconazole,Vaginal Yeast Infection,1,2015-10-06,4
135804,Percocet,Pain,8,2012-11-11,48
179128,Olanzapine,Borderline Personality Disorde,1,2017-05-16,6
227571,Etonogestrel,Birth Control,5,2012-08-20,2
101120,Rexulti,Major Depressive Disorde,1,2016-04-24,32
26572,Sprintec,Birth Control,9,2013-06-17,7
125471,Dulcolax,Constipation,8,2013-05-06,21
9763,Lo Loestrin Fe,Birth Control,9,2015-07-23,1
84319,Ethinyl estradiol / norgestimate,Birth Control,1,2017-01-05,6
133872,Sanctura,Overactive Bladde,4,2016-01-27,15
202736,Hydroxychloroquine,Systemic Lupus Erythematosus,8,2014-05-28,65
51852,Ustekinumab,Psoriasis,9,2014-08-18,43
212256,Lamotrigine,Bipolar Disorde,10,2012-04-10,9
176266,Lorazepam,Anxiety,10,2016-03-27,20
192324,Drospirenone / ethinyl estradiol,Birth Control,8,2015-06-04,9
218181,Amoxicillin / clavulanate,Sinusitis,4,2016-08-27,40
213790,Tioconazole,Vaginal Yeast Infection,10,2017-01-18,1
53365,Clozapine,Schizophrenia,9,2014-03-16,62
163330,Benadryl Allergy,Urticaria,5,2008-12-10,7
22858,Luminal,Seizures,9,2016-12-02,5
94094,Trintellix,Major Depressive Disorde,7,2016-01-20,26
223236,Estradiol,Postmenopausal Symptoms,9,2009-10-16,12
23972,Tolterodine,Overactive Bladde,10,2013-03-24,25
208854,Belsomra,Insomnia,9,2016-08-08,21
43252,Hydromorphone,Chronic Pain,8,2014-05-05,50
76059,Benadryl,Allergic Reactions,8,2014-10-28,17
144539,Etonogestrel,Birth Control,2,2016-03-21,4
94361,Trintellix,Depression,8,2014-02-03,88
183904,Mometasone,Allergic Rhinitis,10,2016-06-11,12
128880,Phentermine,Weight Loss,10,2014-06-26,26
38924,Contrave,Obesity,5,2017-09-25,13
53208,Insulin lispro,"Diabetes, Type 2",2,2016-10-28,2
41300,Acetaminophen / oxycodone,Chronic Pain,8,2012-09-22,67
109134,Nexplanon,Birth Control,5,2017-03-31,1
189679,Oxycodone,Pain,9,2009-01-15,7
130364,Levonorgestrel,Birth Control,9,2013-09-07,22
99109,Lutera,Birth Control,9,2013-04-24,8
139200,Phentermine,Weight Loss,10,2008-07-16,163
201045,Zoloft,Obsessive Compulsive Disorde,10,2017-05-10,13
143994,Etonogestrel,Birth Control,3,2016-07-28,3
96935,Ambien,Insomnia,9,2016-08-14,30
217773,Strattera,ADHD,1,2015-11-09,15
56825,Meclizine,Vertig,4,2013-06-21,47
38250,Albuterol,"Asthma, acute",1,2017-10-25,2
192711,Drospirenone / ethinyl estradiol,Polycystic Ovary Syndrome,9,2011-03-23,13
159727,Bactrim,Bacterial Skin Infection,8,2017-02-12,44
16117,Ethinyl estradiol / norethindrone,,2,2016-05-10,1
216578,Sucralfate,Duodenal Ulce,9,2016-09-06,23
184896,Canagliflozin,"Diabetes, Type 2",1,2014-10-19,45
111419,Ledipasvir / sofosbuvir,Hepatitis C,2,2015-08-24,28
201218,Zoloft,Social Anxiety Disorde,5,2016-08-06,17
214171,Tioconazole,Vaginal Yeast Infection,1,2016-03-24,1
56889,Meclizine,Vertig,9,2010-11-30,35
100917,Orlistat,Obesity,10,2009-11-21,101
94122,Trintellix,Major Depressive Disorde,10,2016-02-20,60
160574,Buspirone,Anxiety,8,2015-03-03,25
207548,Suprep Bowel Prep Kit,Bowel Preparation,7,2016-07-15,10
120958,Venlafaxine,Anxiety and Stress,4,2017-05-06,9
96949,Ambien,Insomnia,9,2016-03-31,18
50882,Azithromycin,Bronchitis,9,2017-05-09,5
104670,Ethinyl estradiol / levonorgestrel,Birth Control,1,2011-03-28,1
2770,Mydayis,ADHD,1,2017-09-12,10
53897,Fluocinolone,Atopic Dermatitis,10,2012-06-14,9
22531,Biotin,Dietary Supplementation,9,2017-06-20,6
105627,Methylprednisolone,Dermatologic Lesion,6,2016-07-09,3
20386,Metformin / sitagliptin,min / sitagliptin),10,2015-09-13,22
113453,Bisacodyl,Bowel Preparation,10,2014-07-16,4
152301,Ciprofloxacin,Urinary Tract Infection,9,2014-06-06,34
28625,Lexapro,Depression,9,2011-05-29,10
49784,Gabapentin,Bipolar Disorde,10,2016-07-20,88
45060,Fluoxetine,Depression,3,2016-12-14,7
6392,Ocella,Birth Control,10,2015-12-03,5
4361,Belviq,Weight Loss,9,2017-03-30,15
7030,Aluminum chloride hexahydrate,Hyperhidrosis,10,2014-09-07,34
122646,Linaclotide,"Constipation, Chronic",10,2015-11-19,34
226667,Etonogestrel,Birth Control,1,2015-05-19,6
201713,Zoloft,Panic Disorde,2,2013-07-04,27
10649,Spironolactone,Alopecia,9,2011-01-14,133
200180,Varenicline,Smoking Cessation,10,2015-01-24,64
140213,Bromfed DM,Cough and Nasal Congestion,10,2013-12-21,25
105823,Atomoxetine,ADHD,10,2016-09-04,30
116675,Lamictal,Bipolar Disorde,5,2017-05-19,19
119920,Losartan,High Blood Pressure,1,2015-07-23,66
87671,Lasix,Edema,7,2008-10-09,81
153833,Amoxicillin,Dental Abscess,10,2014-03-15,67
7293,Aluminum chloride hexahydrate,Hyperhidrosis,2,2010-08-23,3
132429,Ativan,Insomnia,10,2008-12-30,141
44522,Ethinyl estradiol / norgestimate,,5,2009-12-05,3
19387,Pregabalin,Occipital Neuralgia,10,2015-06-17,8
218472,Amoxicillin / clavulanate,Bacterial Infection,10,2008-06-05,44
196903,Paroxetine,Depression,10,2016-04-03,54
159760,Bactrim,Urinary Tract Infection,1,2016-12-24,17
109674,Nexplanon,Birth Control,7,2016-08-21,2
160810,Buspirone,Anxiety,10,2009-08-06,131
178030,Duloxetine,Depression,6,2012-02-16,12
15919,Ethinyl estradiol / norethindrone,Birth Control,4,2016-07-25,2
57497,Ethinyl estradiol / ethynodiol,Birth Control,10,2012-10-20,9
32205,Wellbutrin XL,Depression,10,2008-12-04,190
232120,Itraconazole,Not Listed / Othe,2,2016-07-02,3
218304,Amoxicillin / clavulanate,Otitis Media,9,2014-05-15,10
182460,Mirena,Birth Control,10,2009-10-17,89
188274,ParaGard,Birth Control,2,2017-07-31,8
171153,Methylnaltrexone,"Constipation, Drug Induced",10,2013-12-24,47
185657,Saxenda,Obesity,10,2016-10-19,19
